Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-05-25,2023-Verano,Soya,Parcela B,Siembra,0,0,0,312,-312,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-11,2023-Verano,Soya,Parcela A,Cosecha,578,1.02,589.56,435,154.56,Lluvioso,Media,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-07-09,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,327,-327,Lluvioso,Baja,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-05-16,2023-Verano,Maíz,Parcela E,Mantenimiento,0,0,0,428,-428,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-11-21,2023-Invierno,Café,Parcela A,Siembra,0,0,0,155,-155,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-01-14,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,174,-174,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-11-28,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,248,-248,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-01-23,2023-Verano,Maíz,Parcela C,Mantenimiento,0,0,0,463,-463,Soleado,Alta,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-11-10,2023-Invierno,Maíz,Parcela D,Mantenimiento,0,0,0,430,-430,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-01-20,2023-Verano,Trigo,Parcela D,Mantenimiento,0,0,0,444,-444,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-03-19,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,445,-445,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-10-06,2023-Invierno,Maíz,Parcela C,Cosecha,650,1.05,682.5,274,408.5,Lluvioso,Baja,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-07-10,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,173,-173,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-02-10,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,311,-311,Lluvioso,Media,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-06-05,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,218,-218,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-11-21,2023-Invierno,Soya,Parcela E,Cosecha,767,1.28,981.76,434,547.76,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-02-14,2023-Verano,Soya,Parcela E,Siembra,0,0,0,403,-403,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-11-28,2023-Invierno,Maíz,Parcela D,Cosecha,452,0.87,393.24,448,-54.76,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-09-13,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,493,-493,Nublado,Alta,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-08-16,2023-Invierno,Plátano,Parcela A,Cosecha,961,0.61,586.21,337,249.21,Lluvioso,Baja,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-02-13,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,449,-449,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-06-15,2023-Verano,Soya,Parcela A,Siembra,0,0,0,431,-431,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-11-23,2023-Invierno,Trigo,Parcela E,Siembra,0,0,0,270,-270,Nublado,Alta,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-03-31,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,458,-458,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-12-05,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,320,-320,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-10-01,2023-Invierno,Plátano,Parcela D,Cosecha,706,0.76,536.56,233,303.56,Nublado,Media,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-01-19,2023-Verano,Soya,Parcela E,Cosecha,481,1.16,557.96,481,76.96,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-09,2023-Verano,Soya,Parcela C,Cosecha,972,1.25,1215.0,420,795.0,Lluvioso,Baja,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-01-26,2023-Verano,Café,Parcela C,Siembra,0,0,0,376,-376,Nublado,Alta,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-10-19,2023-Invierno,Plátano,Parcela D,Siembra,0,0,0,379,-379,Soleado,Baja,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-02-24,2023-Verano,Soya,Parcela B,Siembra,0,0,0,252,-252,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-07-12,2023-Invierno,Soya,Parcela E,Cosecha,495,1.38,683.1,474,209.1,Soleado,Media,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-04-09,2023-Verano,Soya,Parcela A,Cosecha,295,1.32,389.4,491,-101.6,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-01-24,2023-Verano,Maíz,Parcela A,Cosecha,275,0.79,217.25,495,-277.75,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-11-21,2023-Invierno,Café,Parcela A,Siembra,0,0,0,302,-302,Nublado,Alta,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-04-06,2023-Verano,Soya,Parcela C,Mantenimiento,0,0,0,233,-233,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-29,2023-Invierno,Café,Parcela B,Siembra,0,0,0,316,-316,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-10-01,2023-Invierno,Café,Parcela C,Siembra,0,0,0,429,-429,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-08-29,2023-Invierno,Trigo,Parcela E,Siembra,0,0,0,199,-199,Soleado,Media,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-01-15,2023-Verano,Plátano,Parcela D,Siembra,0,0,0,351,-351,Nublado,Baja,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-02-01,2023-Verano,Soya,Parcela D,Siembra,0,0,0,476,-476,Nublado,Media,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-10,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,162,-162,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-06-22,2023-Verano,Soya,Parcela A,Cosecha,379,1.2,454.8,364,90.8,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-03-29,2023-Verano,Café,Parcela E,Cosecha,581,5.23,3038.63,380,2658.63,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-12-27,2023-Invierno,Soya,Parcela A,Siembra,0,0,0,407,-407,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-11-19,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,273,-273,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-10-03,2023-Invierno,Maíz,Parcela C,Siembra,0,0,0,194,-194,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-10-29,2023-Invierno,Plátano,Parcela D,Mantenimiento,0,0,0,228,-228,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-07-11,2023-Invierno,Trigo,Parcela D,Siembra,0,0,0,221,-221,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-09-01,2023-Invierno,Café,Parcela B,Cosecha,467,4.92,2297.64,208,2089.64,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-09-09,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,350,-350,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-06-02,2023-Verano,Maíz,Parcela E,Siembra,0,0,0,172,-172,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-05-25,2023-Verano,Café,Parcela D,Cosecha,835,5.0,4175.0,270,3905.0,Lluvioso,Alta,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-03-17,2023-Verano,Soya,Parcela D,Siembra,0,0,0,222,-222,Nublado,Media,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-02-08,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,422,-422,Lluvioso,Baja,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-09-26,2023-Invierno,Trigo,Parcela E,Cosecha,579,1.1,636.9,398,238.9,Nublado,Baja,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-05-01,2023-Verano,Soya,Parcela B,Siembra,0,0,0,448,-448,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-04-29,2023-Verano,Soya,Parcela A,Mantenimiento,0,0,0,316,-316,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-09-07,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,305,-305,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-05-05,2023-Verano,Soya,Parcela B,Siembra,0,0,0,295,-295,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-11-02,2023-Invierno,Trigo,Parcela A,Cosecha,299,1.09,325.91,424,-98.09,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-12-13,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,314,-314,Nublado,Media,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-03-15,2023-Verano,Maíz,Parcela A,Siembra,0,0,0,490,-490,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-08-10,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,295,-295,Soleado,Media,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-10-30,2023-Invierno,Café,Parcela D,Cosecha,498,5.17,2574.66,202,2372.66,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-08-08,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,227,-227,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-08-07,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,172,-172,Soleado,Media,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-01-24,2023-Verano,Plátano,Parcela A,Mantenimiento,0,0,0,316,-316,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-12-17,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,428,-428,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-04-12,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,221,-221,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-06-04,2023-Verano,Soya,Parcela A,Cosecha,491,1.03,505.73,180,325.73,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-08-21,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,301,-301,Lluvioso,Media,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-09-09,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,479,-479,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-07-22,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,471,-471,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-11-19,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,227,-227,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-11-04,2023-Invierno,Soya,Parcela C,Siembra,0,0,0,187,-187,Lluvioso,Baja,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-07-22,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,413,-413,Soleado,Media,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-08-30,2023-Invierno,Trigo,Parcela B,Mantenimiento,0,0,0,272,-272,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-12-18,2023-Invierno,Maíz,Parcela D,Mantenimiento,0,0,0,317,-317,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-02-07,2023-Verano,Plátano,Parcela A,Siembra,0,0,0,401,-401,Lluvioso,Media,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-09-12,2023-Invierno,Plátano,Parcela B,Cosecha,734,0.79,579.86,477,102.86,Nublado,Media,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-02-26,2023-Verano,Maíz,Parcela E,Cosecha,607,0.86,522.02,491,31.02,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-07-29,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,219,-219,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-07-21,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,487,-487,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-10-15,2023-Invierno,Soya,Parcela C,Mantenimiento,0,0,0,424,-424,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-05-02,2023-Verano,Soya,Parcela D,Cosecha,988,1.29,1274.52,310,964.52,Lluvioso,Baja,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-08-20,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,344,-344,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-05-05,2023-Verano,Soya,Parcela C,Cosecha,429,1.01,433.29,397,36.29,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-01-18,2023-Verano,Soya,Parcela A,Mantenimiento,0,0,0,236,-236,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-03-21,2023-Verano,Plátano,Parcela C,Mantenimiento,0,0,0,348,-348,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-04-30,2023-Verano,Café,Parcela B,Mantenimiento,0,0,0,497,-497,Soleado,Alta,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-05-12,2023-Verano,Trigo,Parcela A,Mantenimiento,0,0,0,258,-258,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-03-22,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,308,-308,Lluvioso,Baja,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-04-17,2023-Verano,Café,Parcela A,Siembra,0,0,0,330,-330,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-08-26,2023-Invierno,Café,Parcela D,Siembra,0,0,0,197,-197,Soleado,Baja,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-10-04,2023-Invierno,Trigo,Parcela A,Mantenimiento,0,0,0,466,-466,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-09-17,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,290,-290,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-11-01,2023-Invierno,Trigo,Parcela E,Siembra,0,0,0,388,-388,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-11-03,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,151,-151,Lluvioso,Media,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-02-18,2023-Verano,Café,Parcela A,Siembra,0,0,0,339,-339,Nublado,Alta,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-10-14,2023-Invierno,Plátano,Parcela D,Siembra,0,0,0,494,-494,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-01-28,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,440,-440,Lluvioso,Media,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-11-03,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,469,-469,Nublado,Baja,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-05-12,2023-Verano,Trigo,Parcela D,Siembra,0,0,0,474,-474,Nublado,Alta,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-09-12,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,274,-274,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-01-30,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,258,-258,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-04-05,2023-Verano,Soya,Parcela B,Siembra,0,0,0,409,-409,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-06,2023-Verano,Soya,Parcela E,Cosecha,990,1.33,1316.7,263,1053.7,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-04-11,2023-Verano,Plátano,Parcela C,Siembra,0,0,0,457,-457,Lluvioso,Baja,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-07-16,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,193,-193,Nublado,Media,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-02-10,2023-Verano,Maíz,Parcela C,Mantenimiento,0,0,0,310,-310,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-05-22,2023-Verano,Café,Parcela E,Siembra,0,0,0,228,-228,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
